id,start_datetime_ist,corridor,zone,junction,event_cause_name,severity_score,requires_road_closure,resolution_hours,hour_ist,hour_sin,hour_cos,day_of_week,dow_sin,dow_cos,month,time_slot,is_peak_hour,is_weekend,is_holiday,latitude,longitude,distance_to_center_km,is_main_corridor,corridor_event_freq,zone_event_freq,junction_event_freq,event_cause_encoded,cause_base_severity,priority_encoded,is_planned,has_description,description_length,hist_closure_rate_cause,hist_closure_rate_corridor,avg_resolution_time_cause,cascade_probability,station_efficiency_score,rainfall_mm
FKID004848,2024-01-12T03:15:46,ORR East 2,East Zone 1,Unknown,construction,7.59,0,,3,0.7071,0.7071,4,-0.4339,-0.901,1,4,0,0,0,12.9693762,77.7012364,11.572,1,0.0229,0.031,0.6929,2,5.5,1,1,1,123,0.2646,0.016,119.51,0.1783,1.0,0.0
FKID004849,2023-12-12T10:37:50,Non-corridor,East Zone 1,Unknown,vehicle_breakdown,2.2,0,0.2594444444444444,10,0.5,-0.866,1,0.7818,0.6235,12,0,1,0,0,12.9614083,77.7477767,16.692,0,0.3821,0.031,0.6929,13,2.0,0,0,1,14,0.0429,0.1211,0.98,0.1247,1.0,20.93
FKID004850,2024-01-12T14:30:44,Bellary Road 1,Central Zone 2,Unknown,vehicle_breakdown,2.76,0,,14,-0.5,-0.866,4,-0.4339,-0.901,1,1,0,0,0,12.9962013,77.5846817,1.59,1,0.0747,0.0761,0.6929,13,2.0,1,0,1,99,0.0429,0.0541,0.98,0.0947,1.0,0.0
FKID004851,2023-12-12T12:27:37,Non-corridor,North Zone 1,Unknown,vehicle_breakdown,2.8,1,0.11055555555555556,12,0.0,-1.0,1,0.7818,0.6235,12,1,0,0,0,13.004995,77.6372391,4.891,0,0.3821,0.0389,0.6929,13,2.0,0,0,1,25,0.0429,0.1211,0.98,0.0447,1.0,0.0
FKID004852,2023-12-12T10:59:12,Bellary Road 1,West Zone 2,Unknown,vehicle_breakdown,3.04,0,,10,0.5,-0.866,1,0.7818,0.6235,12,0,1,0,0,13.0004274,77.5840665,1.967,1,0.0747,0.0438,0.6929,13,2.0,1,0,1,10,0.0429,0.0541,0.98,0.1747,1.0,0.0
FKID004853,2023-12-12T11:00:44,Non-corridor,South Zone 2,Unknown,vehicle_breakdown,2.0,0,,11,0.2588,-0.9659,1,0.7818,0.6235,12,1,0,0,0,12.9004738,77.6270826,10.204,0,0.3821,0.0433,0.6929,13,2.0,0,0,1,111,0.0429,0.1211,0.98,0.0447,1.0,0.0
FKID004854,2024-01-13T01:13:06,ORR East 1,East Zone 1,Unknown,vehicle_breakdown,2.76,0,,1,0.2588,0.9659,5,-0.9749,-0.2225,1,3,0,1,0,12.9279656,77.6809396,11.312,1,0.0299,0.031,0.6929,13,2.0,1,0,0,0,0.0429,0.0738,0.98,0.0947,1.0,0.0
FKID004855,2023-11-26T04:33:37,Non-corridor,East Zone 2,Unknown,others,2.5,0,1.3322222222222222,4,0.866,0.5,6,-0.7818,0.6235,11,4,0,1,0,13.0664554,77.6407115,10.066,0,0.3821,0.0233,0.6929,5,2.5,0,0,1,99,0.0862,0.1211,92.72,0.0815,1.0,0.0
FKID004856,2023-11-26T04:33:06,Non-corridor,East Zone 2,Unknown,construction,5.5,0,,4,0.866,0.5,6,-0.7818,0.6235,11,4,0,1,0,13.0547666,77.6465688,9.307,0,0.3821,0.0233,0.6929,2,5.5,0,1,1,119,0.2646,0.1211,119.51,0.1283,1.0,43.87
FKID004857,2023-11-26T05:12:35,ORR North 1,North Zone 1,Unknown,vehicle_breakdown,2.76,0,0.6125,5,0.9659,0.2588,6,-0.7818,0.6235,11,4,0,1,0,13.0436044,77.6050417,6.359,1,0.0337,0.0389,0.6929,13,2.0,1,0,1,47,0.0429,0.08,0.98,0.0947,1.0,8.01
FKID004858,2023-11-26T06:16:36,Non-corridor,West Zone 1,Unknown,others,2.5,0,73.27,6,1.0,0.0,6,-0.7818,0.6235,11,4,0,1,0,12.9860364,77.4880288,11.699,0,0.3821,0.0529,0.6929,5,2.5,0,0,1,8,0.0862,0.1211,92.72,0.0815,1.0,0.0
FKID004859,2023-11-26T05:15:48,Non-corridor,West Zone 1,Unknown,vehicle_breakdown,2.0,0,0.14583333333333334,5,0.9659,0.2588,6,-0.7818,0.6235,11,4,0,1,0,12.9805555,77.5166163,8.632,0,0.3821,0.0529,0.6929,13,2.0,0,0,0,0,0.0429,0.1211,0.98,0.0447,1.0,32.7
FKID004860,2023-11-26T06:46:49,Non-corridor,Central Zone 2,Unknown,vehicle_breakdown,2.0,0,1.1411111111111112,6,1.0,0.0,6,-0.7818,0.6235,11,4,0,1,0,13.0000768,77.5996972,1.498,0,0.3821,0.0761,0.6929,13,2.0,0,0,1,75,0.0429,0.1211,0.98,0.0447,1.0,0.0
FKID004861,2023-12-12T17:22:52,Non-corridor,East Zone 1,Unknown,others,2.75,0,407.7886111111111,17,-0.9659,-0.2588,1,0.7818,0.6235,12,2,1,0,0,12.961475,77.74765,16.677,0,0.3821,0.031,0.6929,5,2.5,0,0,1,97,0.0862,0.1211,92.72,0.1615,1.0,0.0
FKID004862,2023-11-26T06:56:47,Bellary Road 2,Unknown,Unknown,vehicle_breakdown,2.76,0,1.3202777777777779,6,1.0,0.0,6,-0.7818,0.6235,11,4,0,1,0,13.1843296,77.5664982,22.162,1,0.0464,0.5787,0.6929,13,2.0,1,0,1,86,0.0429,0.0317,0.98,0.0947,1.0,0.0
FKID004863,2023-11-26T07:32:21,Magadi Road,West Zone 2,Unknown,vehicle_breakdown,3.04,0,,7,0.9659,-0.2588,6,-0.7818,0.6235,11,0,1,1,0,12.98217,77.5314616,7.014,1,0.03,0.0438,0.6929,13,2.0,1,0,0,0,0.0429,0.0408,0.98,0.1747,1.0,0.0
FKID004864,2024-01-13T01:51:57,Non-corridor,West Zone 1,Unknown,vehicle_breakdown,2.0,0,,1,0.2588,0.9659,5,-0.9749,-0.2225,1,3,0,1,0,12.9603704,77.5145269,9.315,0,0.3821,0.0529,0.6929,13,2.0,0,0,1,49,0.0429,0.1211,0.98,0.0447,1.0,0.0
FKID004865,2023-11-26T10:26:23,Bellary Road 2,North Zone 2,Unknown,vehicle_breakdown,3.04,0,,10,0.5,-0.866,6,-0.7818,0.6235,11,0,1,1,0,13.0878163,77.5955917,11.199,1,0.0464,0.0506,0.6929,13,2.0,1,0,1,72,0.0429,0.0317,0.98,0.1747,1.0,0.0
FKID004866,2024-01-24T11:35:24,ORR North 2,Unknown,Unknown,construction,7.59,0,,11,0.2588,-0.9659,2,0.9749,-0.2225,1,1,0,0,0,13.0446193,77.5828983,6.551,1,0.0288,0.5787,0.6929,2,5.5,1,1,1,50,0.2646,0.0426,119.51,0.1783,1.0,0.0
FKID004867,2023-12-13T00:18:08,Bellary Road 1,West Zone 2,Unknown,vehicle_breakdown,2.76,0,,0,0.0,1.0,2,0.9749,-0.2225,12,3,0,0,0,12.99866163,77.58435892,1.801,1,0.0747,0.0438,0.6929,13,2.0,1,0,1,12,0.0429,0.0541,0.98,0.0947,1.0,0.0
FKID004868,2024-01-24T06:42:52,Bannerghata Road,Unknown,Unknown,accident,8.28,0,,6,1.0,0.0,2,0.9749,-0.2225,1,4,0,0,0,12.85825586,77.58939417,14.345,1,0.0256,0.5787,0.6929,0,6.0,1,0,0,0,0.0301,0.0335,0.81,0.2371,1.0,0.0
FKID004869,2024-01-24T12:15:09,Magadi Road,Unknown,Unknown,pot_holes,3.45,0,22.639722222222222,12,0.0,-1.0,2,0.9749,-0.2225,1,1,0,0,0,12.9838831,77.5287012,7.301,1,0.03,0.5787,0.6929,6,2.5,1,0,0,0,0.0242,0.0408,172.16,0.14,1.0,0.0
FKID004870,2024-01-24T12:15:45,Non-corridor,Unknown,Unknown,others,2.5,0,25.89611111111111,12,0.0,-1.0,2,0.9749,-0.2225,1,1,0,0,0,12.8914995,77.6113082,10.759,0,0.3821,0.5787,0.6929,5,2.5,0,0,1,127,0.0862,0.1211,92.72,0.0815,1.0,0.0
FKID004871,2024-01-13T02:00:46,Bellary Road 2,North Zone 2,Unknown,vehicle_breakdown,2.76,0,,2,0.5,0.866,5,-0.9749,-0.2225,1,4,0,1,0,13.1173454,77.608609,14.547,1,0.0464,0.0506,0.6929,13,2.0,1,0,1,99,0.0429,0.0317,0.98,0.0947,1.0,0.0
FKID004872,2024-01-24T12:31:44,Non-corridor,Unknown,Unknown,water_logging,5.6,1,,12,0.0,-1.0,2,0.9749,-0.2225,1,1,0,0,0,12.9387083,77.58542,5.502,0,0.3821,0.5787,0.6929,15,4.0,0,0,1,116,0.0852,0.1211,116.68,0.0,1.0,0.0
FKID004873,2023-11-26T11:18:11,Non-corridor,Central Zone 2,Unknown,pot_holes,3.5,1,0.16111111111111112,11,0.2588,-0.9659,6,-0.7818,0.6235,11,1,0,1,0,12.9284979,77.5925776,6.527,0,0.3821,0.0761,0.6929,6,2.5,0,0,0,0,0.0242,0.1211,172.16,0.09,1.0,17.51
FKID004874,2023-11-26T11:18:07,Bellary Road 1,West Zone 2,Unknown,vehicle_breakdown,2.76,0,,11,0.2588,-0.9659,6,-0.7818,0.6235,11,1,0,1,0,13.0099764,77.5837293,2.87,1,0.0747,0.0438,0.6929,13,2.0,1,0,1,53,0.0429,0.0541,0.98,0.0947,1.0,0.0
FKID004875,2023-11-26T12:02:02,Non-corridor,West Zone 1,Unknown,vehicle_breakdown,2.0,0,0.30194444444444446,12,0.0,-1.0,6,-0.7818,0.6235,11,1,0,1,0,13.0469858,77.5007263,12.283,0,0.3821,0.0529,0.6929,13,2.0,0,0,1,87,0.0429,0.1211,0.98,0.0447,1.0,0.0
FKID004876,2023-12-13T01:41:40,Bellary Road 1,West Zone 2,Unknown,vehicle_breakdown,2.76,0,0.15166666666666667,1,0.2588,0.9659,2,0.9749,-0.2225,12,3,0,0,0,12.9989526,77.5842517,1.832,1,0.0747,0.0438,0.6929,13,2.0,1,0,0,0,0.0429,0.0541,0.98,0.0947,1.0,0.0
FKID004877,2023-12-13T01:30:19,Non-corridor,North Zone 2,Unknown,vehicle_breakdown,2.0,0,,1,0.2588,0.9659,2,0.9749,-0.2225,12,3,0,0,0,13.0478795,77.4999942,12.404,0,0.3821,0.0506,0.6929,13,2.0,0,0,1,99,0.0429,0.1211,0.98,0.0447,1.0,0.0
FKID004878,2023-12-13T01:39:30,ORR North 2,North Zone 2,Unknown,vehicle_breakdown,2.76,0,,1,0.2588,0.9659,2,0.9749,-0.2225,12,3,0,0,0,13.04175,77.5471067,8.061,1,0.0288,0.0506,0.6929,13,2.0,1,0,0,0,0.0429,0.0426,0.98,0.0947,1.0,0.0
FKID004879,2023-11-26T13:06:08,Bellary Road 2,North Zone 2,Unknown,vehicle_breakdown,2.76,0,,13,-0.2588,-0.9659,6,-0.7818,0.6235,11,1,0,1,0,13.0872074,77.5953629,11.132,1,0.0464,0.0506,0.6929,13,2.0,1,0,1,21,0.0429,0.0317,0.98,0.0947,1.0,0.0
FKID004880,2023-11-26T13:29:36,Bellary Road 2,North Zone 2,Unknown,vehicle_breakdown,2.76,0,,13,-0.2588,-0.9659,6,-0.7818,0.6235,11,1,0,1,0,13.1148233,77.6066717,14.249,1,0.0464,0.0506,0.6929,13,2.0,1,0,1,71,0.0429,0.0317,0.98,0.0947,1.0,0.0
FKID004881,2023-11-26T13:31:45,Bellary Road 2,North Zone 1,Unknown,vehicle_breakdown,2.76,0,,13,-0.2588,-0.9659,6,-0.7818,0.6235,11,1,0,1,0,13.0864417,77.594805,11.047,1,0.0464,0.0389,0.6929,13,2.0,1,0,1,61,0.0429,0.0317,0.98,0.0947,1.0,0.0
FKID004882,2024-01-24T12:35:07,Non-corridor,Unknown,Unknown,water_logging,4.0,0,,12,0.0,-1.0,2,0.9749,-0.2225,1,1,0,0,0,12.9432017,77.5850717,5.023,0,0.3821,0.5787,0.6929,15,4.0,0,0,1,150,0.0852,0.1211,116.68,0.0,1.0,0.0
FKID004883,2024-01-13T02:21:21,ORR North 2,North Zone 2,Unknown,vehicle_breakdown,2.76,0,,2,0.5,0.866,5,-0.9749,-0.2225,1,4,0,1,0,13.0430862,77.5514036,7.88,1,0.0288,0.0506,0.6929,13,2.0,1,0,0,0,0.0429,0.0426,0.98,0.0947,1.0,0.0
FKID004884,2023-11-26T16:12:59,Non-corridor,Unknown,Unknown,public_event,7.5,0,,16,-0.866,-0.5,6,-0.7818,0.6235,11,1,0,1,0,13.160686,77.5955777,19.302,0,0.3821,0.5787,0.6929,9,7.5,0,1,1,107,0.4643,0.1211,2.0,0.1394,1.0,0.0
FKID004885,2023-11-26T16:06:43,Non-corridor,Unknown,Unknown,public_event,7.5,0,,16,-0.866,-0.5,6,-0.7818,0.6235,11,1,0,1,0,13.1607775,77.5956523,19.312,0,0.3821,0.5787,0.6929,9,7.5,0,1,1,138,0.4643,0.1211,2.0,0.1394,1.0,44.27
FKID004886,2024-01-13T02:35:56,ORR East 2,East Zone 1,Unknown,construction,7.59,0,,2,0.5,0.866,5,-0.9749,-0.2225,1,4,0,1,0,12.9695686,77.7006655,11.507,1,0.0229,0.031,0.6929,2,5.5,1,1,1,123,0.2646,0.016,119.51,0.1783,1.0,0.0
FKID004887,2023-11-26T16:12:59,Non-corridor,Unknown,Unknown,public_event,7.5,0,,16,-0.866,-0.5,6,-0.7818,0.6235,11,1,0,1,0,13.160686,77.5955777,19.302,0,0.3821,0.5787,0.6929,9,7.5,0,1,1,107,0.4643,0.1211,2.0,0.1394,1.0,0.0
FKID004888,2023-12-13T01:52:29,Bellary Road 2,North Zone 2,Unknown,vehicle_breakdown,2.76,0,,1,0.2588,0.9659,2,0.9749,-0.2225,12,3,0,0,0,13.1125287,77.6056265,13.986,1,0.0464,0.0506,0.6929,13,2.0,1,0,1,56,0.0429,0.0317,0.98,0.0947,1.0,0.0
FKID004889,2023-11-27T05:53:54,West of Chord Road,West Zone 1,Unknown,vehicle_breakdown,2.76,0,0.6363888888888889,5,0.9659,0.2588,0,0.0,1.0,11,4,0,0,1,13.0128127,77.5535107,5.419,1,0.0213,0.0529,0.6929,13,2.0,1,0,0,0,0.0429,0.0632,0.98,0.0947,1.0,0.0
FKID004890,2023-12-12T23:41:56,ORR North 2,North Zone 2,Unknown,vehicle_breakdown,2.76,0,,23,-0.2588,0.9659,1,0.7818,0.6235,12,3,0,0,0,13.041675,77.5470633,8.058,1,0.0288,0.0506,0.6929,13,2.0,1,0,1,18,0.0429,0.0426,0.98,0.0947,1.0,0.0
FKID004891,2023-11-27T06:30:15,Magadi Road,West Zone 1,Unknown,vehicle_breakdown,2.76,0,0.14833333333333334,6,1.0,0.0,0,0.0,1.0,11,4,0,0,1,12.9902533,77.5042758,9.944,1,0.03,0.0529,0.6929,13,2.0,1,0,1,12,0.0429,0.0408,0.98,0.0947,1.0,0.0
FKID004892,2024-01-24T10:49:19,Non-corridor,Unknown,Unknown,vehicle_breakdown,2.2,0,,10,0.5,-0.866,2,0.9749,-0.2225,1,0,1,0,0,13.0655341,77.4533313,17.747,0,0.3821,0.5787,0.6929,13,2.0,0,0,1,70,0.0429,0.1211,0.98,0.1247,1.0,0.0
FKID004893,2023-12-13T02:05:21,ORR North 2,North Zone 1,Unknown,construction,7.59,0,,2,0.5,0.866,2,0.9749,-0.2225,12,4,0,0,0,13.0468481,77.5672233,7.339,1,0.0288,0.0389,0.6929,2,5.5,1,1,1,54,0.2646,0.0426,119.51,0.1783,1.0,0.0
FKID004894,2023-11-27T04:44:13,Non-corridor,East Zone 2,Unknown,vehicle_breakdown,2.0,0,,4,0.866,0.5,0,0.0,1.0,11,4,0,0,1,13.0137733,77.70012,11.664,0,0.3821,0.0233,0.6929,13,2.0,0,0,1,92,0.0429,0.1211,0.98,0.0447,1.0,0.0
FKID004895,2023-12-13T02:12:14,Non-corridor,West Zone 1,Unknown,vehicle_breakdown,2.0,0,1.9216666666666666,2,0.5,0.866,2,0.9749,-0.2225,12,4,0,0,0,12.9198233,77.542495,9.465,0,0.3821,0.0529,0.6929,13,2.0,0,0,1,86,0.0429,0.1211,0.98,0.0447,1.0,0.0
FKID004896,2024-01-24T13:31:10,Bellary Road 1,Unknown,Unknown,water_logging,5.52,0,255.24527777777777,13,-0.2588,-0.9659,2,0.9749,-0.2225,1,1,0,0,0,13.0274333,77.5857599,4.62,1,0.0747,0.5787,0.6929,15,4.0,1,0,1,98,0.0852,0.0541,116.68,0.0485,1.0,0.0
FKID004897,2023-11-27T07:29:05,Bellary Road 1,Central Zone 2,Unknown,vehicle_breakdown,3.04,0,,7,0.9659,-0.2588,0,0.0,1.0,11,0,1,0,1,12.99680328,77.58461258,1.639,1,0.0747,0.0761,0.6929,13,2.0,1,0,1,78,0.0429,0.0541,0.98,0.1747,1.0,0.0
FKID004898,2023-12-13T03:12:53,Bellary Road 1,West Zone 2,Unknown,vehicle_breakdown,2.76,0,,3,0.7071,0.7071,2,0.9749,-0.2225,12,4,0,0,0,12.998632,77.5844482,1.792,1,0.0747,0.0438,0.6929,13,2.0,1,0,1,33,0.0429,0.0541,0.98,0.0947,1.0,0.0
FKID004899,2024-01-13T03:47:06,Non-corridor,West Zone 1,Unknown,road_conditions,3.0,0,0.3111111111111111,3,0.7071,0.7071,5,-0.9749,-0.2225,1,4,0,1,0,12.9625629,77.5125679,9.443,0,0.3821,0.0529,0.6929,10,3.0,0,0,1,30,0.1235,0.1211,172.08,0.0881,1.0,0.0
FKID004900,2023-11-27T08:34:55,Bellary Road 1,West Zone 2,Unknown,vehicle_breakdown,3.04,0,0.12222222222222222,8,0.866,-0.5,0,0.0,1.0,11,0,1,0,1,13.0074,77.5839417,2.608,1,0.0747,0.0438,0.6929,13,2.0,1,0,1,23,0.0429,0.0541,0.98,0.1747,1.0,0.0
FKID004901,2023-11-27T09:05:14,Non-corridor,North Zone 2,Unknown,procession,7.7,0,,9,0.7071,-0.7071,0,0.0,1.0,11,0,1,0,1,13.1027667,77.627415,13.304,0,0.3821,0.0506,0.6929,7,7.0,0,0,1,76,0.2639,0.1211,0.91,0.2353,1.0,0.0
FKID004902,2023-11-27T09:14:35,Non-corridor,North Zone 2,Unknown,procession,7.7,0,2.7802777777777776,9,0.7071,-0.7071,0,0.0,1.0,11,0,1,0,1,13.1032152,77.6253189,13.296,0,0.3821,0.0506,0.6929,7,7.0,0,0,1,63,0.2639,0.1211,0.91,0.2353,1.0,4.93
FKID004903,2024-01-24T02:36:50,ORR East 2,Unknown,Unknown,construction,7.59,0,,2,0.5,0.866,2,0.9749,-0.2225,1,4,0,0,0,12.9694511,77.7006392,11.507,1,0.0229,0.5787,0.6929,2,5.5,1,1,1,123,0.2646,0.016,119.51,0.1783,1.0,41.5
FKID004904,2024-01-24T14:52:59,Non-corridor,Unknown,Unknown,vehicle_breakdown,2.8,1,,14,-0.5,-0.866,2,0.9749,-0.2225,1,1,0,0,0,13.0086799,77.6133782,3.05,0,0.3821,0.5787,0.6929,13,2.0,0,0,1,16,0.0429,0.1211,0.98,0.0447,1.0,0.0
FKID004905,2023-11-27T10:58:47,Non-corridor,Unknown,Unknown,others,2.75,0,,10,0.5,-0.866,0,0.0,1.0,11,0,1,0,1,13.0714063,77.4436328,18.983,0,0.3821,0.5787,0.6929,5,2.5,0,0,1,10,0.0862,0.1211,92.72,0.1615,1.0,0.0
FKID004906,2023-11-27T11:09:16,Non-corridor,East Zone 1,Unknown,public_event,7.5,0,,11,0.2588,-0.9659,0,0.0,1.0,11,1,0,0,1,12.9381563,77.746941,17.238,0,0.3821,0.031,0.6929,9,7.5,0,1,1,47,0.4643,0.1211,2.0,0.1394,1.0,0.0
FKID004907,2023-12-13T04:46:57,Bellary Road 1,North Zone 2,Unknown,vehicle_breakdown,2.76,0,,4,0.866,0.5,2,0.9749,-0.2225,12,4,0,0,0,13.0287533,77.5862183,4.751,1,0.0747,0.0506,0.6929,13,2.0,1,0,1,15,0.0429,0.0541,0.98,0.0947,1.0,19.49
FKID004908,2023-12-13T05:16:19,Non-corridor,East Zone 2,Unknown,vehicle_breakdown,2.0,0,,5,0.9659,0.2588,2,0.9749,-0.2225,12,4,0,0,0,13.0025455,77.7572253,17.553,0,0.3821,0.0233,0.6929,13,2.0,0,0,0,0,0.0429,0.1211,0.98,0.0447,1.0,0.0
FKID004909,2023-11-27T17:48:57,Non-corridor,East Zone 1,Unknown,congestion,4.95,0,,17,-0.9659,-0.2588,0,0.0,1.0,11,2,1,0,1,12.9411318,77.7471167,17.154,0,0.3821,0.031,0.6929,1,4.5,0,0,1,55,0.0441,0.1211,1.24,0.181,1.0,0.0
FKID004910,2023-12-13T07:26:57,Non-corridor,Central Zone 1,Unknown,construction,8.47,1,,7,0.9659,-0.2588,2,0.9749,-0.2225,12,0,1,0,0,12.9896763,77.6638225,7.354,0,0.3821,0.0329,0.6929,2,5.5,0,1,1,69,0.2646,0.1211,119.51,0.2083,1.0,0.0
FKID004911,2024-01-13T04:14:57,Non-corridor,South Zone 2,Unknown,vehicle_breakdown,2.0,0,1.7544444444444445,4,0.866,0.5,5,-0.9749,-0.2225,1,4,0,1,0,12.9141819,77.6765696,11.915,0,0.3821,0.0433,0.6929,13,2.0,0,0,0,0,0.0429,0.1211,0.98,0.0447,1.0,0.0
FKID004912,2024-01-25T00:47:04,Magadi Road,Unknown,Unknown,others,3.45,0,0.8,0,0.0,1.0,3,0.4339,-0.901,1,3,0,0,0,12.9896755,77.5056916,9.789,1,0.03,0.5787,0.6929,5,2.5,1,0,1,60,0.0862,0.0408,92.72,0.1315,1.0,0.0
FKID004913,2024-01-13T05:02:42,Bellary Road 1,North Zone 2,Unknown,construction,7.59,0,0.09472222222222222,5,0.9659,0.2588,5,-0.9749,-0.2225,1,4,0,1,0,13.0317617,77.5873317,5.054,1,0.0747,0.0506,0.6929,2,5.5,1,1,1,13,0.2646,0.0541,119.51,0.1783,1.0,0.0
FKID004914,2023-11-28T00:34:48,Mysore Road,West Zone 2,Unknown,vehicle_breakdown,2.76,0,0.5830555555555555,0,0.0,1.0,1,0.7818,0.6235,11,3,0,0,0,12.9473755,77.5328074,8.149,1,0.0909,0.0438,0.6929,13,2.0,1,0,1,60,0.0429,0.1104,0.98,0.0947,1.0,15.55
FKID004915,2023-11-28T00:17:56,Bellary Road 1,Central Zone 2,Unknown,vehicle_breakdown,2.76,0,1.8430555555555554,0,0.0,1.0,1,0.7818,0.6235,11,3,0,0,0,12.9993581,77.5838223,1.897,1,0.0747,0.0761,0.6929,13,2.0,1,0,1,9,0.0429,0.0541,0.98,0.0947,1.0,0.0
FKID004916,2023-11-28T02:02:33,Non-corridor,North Zone 2,Unknown,vehicle_breakdown,2.0,0,0.485,2,0.5,0.866,1,0.7818,0.6235,11,4,0,0,0,13.0653552,77.5040293,13.228,0,0.3821,0.0506,0.6929,13,2.0,0,0,1,29,0.0429,0.1211,0.98,0.0447,1.0,0.0
FKID004917,2024-01-13T02:54:07,Hosur Road,South Zone 2,Unknown,vehicle_breakdown,2.76,0,,2,0.5,0.866,5,-0.9749,-0.2225,1,4,0,1,0,12.9111082,77.6260532,9.056,1,0.0365,0.0433,0.6929,13,2.0,1,0,1,116,0.0429,0.057,0.98,0.0947,1.0,0.0
FKID004918,2023-12-13T07:31:14,Non-corridor,Central Zone 1,Unknown,construction,8.47,1,,7,0.9659,-0.2588,2,0.9749,-0.2225,12,0,1,0,0,12.9896747,77.6638512,7.357,0,0.3821,0.0329,0.6929,2,5.5,0,1,1,10,0.2646,0.1211,119.51,0.2083,1.0,0.0
FKID004919,2023-11-28T02:07:54,Tumkur Road,West Zone 1,Unknown,vehicle_breakdown,2.76,0,0.32861111111111113,2,0.5,0.866,1,0.7818,0.6235,11,4,0,0,0,13.0356208,77.5347383,8.553,1,0.0561,0.0529,0.6929,13,2.0,1,0,1,65,0.0429,0.0262,0.98,0.0947,1.0,0.0
FKID004920,2024-01-25T01:53:31,Bellary Road 1,Unknown,Unknown,water_logging,5.52,0,,1,0.2588,0.9659,3,0.4339,-0.901,1,3,0,0,0,13.0205689,77.5842998,3.932,1,0.0747,0.5787,0.6929,15,4.0,1,0,1,43,0.0852,0.0541,116.68,0.0485,1.0,0.0
FKID004921,2023-12-13T09:02:44,Bellary Road 1,Unknown,Unknown,construction,10.0,1,,9,0.7071,-0.7071,2,0.9749,-0.2225,12,0,1,0,0,12.99062449,77.62158479,2.8,1,0.0747,0.5787,0.6929,2,5.5,1,0,1,22,0.2646,0.0541,119.51,0.2583,1.0,0.0
FKID004922,2023-12-13T09:16:43,Non-corridor,South Zone 2,Unknown,vehicle_breakdown,2.2,0,,9,0.7071,-0.7071,2,0.9749,-0.2225,12,0,1,0,0,12.9022833,77.6274633,10.029,0,0.3821,0.0433,0.6929,13,2.0,0,0,1,77,0.0429,0.1211,0.98,0.1247,1.0,5.16
FKID004923,2023-12-13T09:41:33,Magadi Road,West Zone 1,Unknown,tree_fall,10.0,1,1.5238888888888888,9,0.7071,-0.7071,2,0.9749,-0.2225,12,0,1,0,0,12.9888033,77.4976333,10.66,1,0.03,0.0529,0.6929,12,5.0,1,0,1,54,0.3944,0.0408,78.75,0.163,1.0,0.0
FKID004924,2024-01-25T02:53:24,Bellary Road 1,Unknown,Unknown,others,3.45,0,172.5288888888889,2,0.5,0.866,3,0.4339,-0.901,1,4,0,0,0,13.0368267,77.58923,5.578,1,0.0747,0.5787,0.6929,5,2.5,1,0,1,14,0.0862,0.0541,92.72,0.1315,1.0,0.0
FKID004925,2023-11-28T02:32:13,ORR East 2,East Zone 1,Unknown,construction,7.59,0,,2,0.5,0.866,1,0.7818,0.6235,11,4,0,0,0,12.9695397,77.700574,11.498,1,0.0229,0.031,0.6929,2,5.5,1,1,1,130,0.2646,0.016,119.51,0.1783,1.0,15.78
FKID004926,2024-01-25T01:56:33,Bellary Road 1,Unknown,Unknown,water_logging,5.52,0,,1,0.2588,0.9659,3,0.4339,-0.901,1,3,0,0,0,13.0204429,77.5840918,3.926,1,0.0747,0.5787,0.6929,15,4.0,1,0,1,39,0.0852,0.0541,116.68,0.0485,1.0,0.0
FKID004927,2024-01-25T02:09:19,Non-corridor,Unknown,Unknown,vehicle_breakdown,2.0,0,0.4075,2,0.5,0.866,3,0.4339,-0.901,1,4,0,0,0,12.9782223,77.5151096,8.82,0,0.3821,0.5787,0.6929,13,2.0,0,0,1,21,0.0429,0.1211,0.98,0.0447,1.0,22.5
FKID004928,2023-11-19T10:38:58,Bellary Road 1,North Zone 2,Unknown,road_conditions,6.38,1,209.3086111111111,10,0.5,-0.866,6,-0.7818,0.6235,11,0,1,1,0,13.0294773,77.5865918,4.821,1,0.0747,0.0506,0.6929,10,3.0,1,0,1,135,0.1235,0.0541,172.08,0.2181,1.0,5.3
FKID004929,2023-12-13T10:29:33,Varthur Road,East Zone 1,Unknown,vehicle_breakdown,3.04,0,2.3316666666666666,10,0.5,-0.866,2,0.9749,-0.2225,12,0,1,0,0,12.9562667,77.7325788,15.191,1,0.0094,0.031,0.6929,13,2.0,1,0,1,63,0.0429,0.1169,0.98,0.1747,1.0,0.0
FKID004930,2023-11-28T01:22:16,Bellary Road 1,North Zone 1,Unknown,vehicle_breakdown,2.76,0,,1,0.2588,0.9659,1,0.7818,0.6235,11,3,0,0,0,13.0486748,77.5921893,6.859,1,0.0747,0.0389,0.6929,13,2.0,1,0,1,18,0.0429,0.0541,0.98,0.0947,1.0,0.0
FKID004931,2023-12-13T11:13:49,Non-corridor,Unknown,Unknown,tree_fall,5.0,0,,11,0.2588,-0.9659,2,0.9749,-0.2225,12,1,0,0,0,13.075051,77.4361744,19.885,0,0.3821,0.5787,0.6929,12,5.0,0,0,1,8,0.3944,0.1211,78.75,0.033,1.0,0.0
